jarvis_id,dimensionality,formula,elements,n_elements,gap_selected_eV,gap_method_selected,cutoff_wavelength_um_from_gap,cutoff_region,optb88vdw_bandgap_eV,mbj_bandgap_eV,hse_bandgap_eV,formation_energy_eV_per_atom,energy_above_hull_eV_per_atom,density_g_cm3,space_group_number,space_group_symbol,crystal_system,dielectric_x,dielectric_y,dielectric_z,dielectric_mean,avg_electron_mass_m0,avg_hole_mass_m0,bulk_modulus_GPa,shear_modulus_GPa,exfoliation_energy_meV_per_atom,max_IR_mode_cm-1,min_IR_mode_cm-1,spillage,icsd_ids,jarvis_url,source_dataset_doi,source_archive,source_type,evidence_scope,candidate_warning
JVASP-116879,3D,V3OF11,F;O;V,3,0.4,OptB88vdW,3.099605,MWIR (3-5 um),0.4,,,-2.84393,0.9578,3.37,2,P-1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-116879,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-172807,3D,CdIn2Se2S2,Cd;In;S;Se,4,0.399,OptB88vdW,3.107373,MWIR (3-5 um),0.399,,,-0.57845,0.5182,5.244,216,F-43m,cubic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-172807,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-178329,3D,Li3MnVP4O14,Li;Mn;O;P;V,5,0.399,OptB88vdW,3.107373,MWIR (3-5 um),0.399,,,-2.31677,3.0171,2.903,1,P1,triclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-178329,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-43816,3D,LiFeF3,F;Fe;Li,3,0.399,OptB88vdW,3.107373,MWIR (3-5 um),0.399,,,-2.45583,0.2934,3.565,1,P1,triclinic,20.8425,20.824,11.8037,17.8234,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-43816,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-44678,3D,Mn3NiO8,Mn;Ni;O,3,0.399,OptB88vdW,3.107373,MWIR (3-5 um),0.399,,,-1.48444,3.2346,4.484,166,R-3m,trigonal,122.1406,122.1406,122.1407,122.14063333333333,0.11,0.11,104.94,65.15,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-44678,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-29338,3D,TlPt2Se3,Pt;Se;Tl,3,0.399,OptB88vdW,3.107373,MWIR (3-5 um),0.399,,,-0.42721,1.5521,9.596,164,P-3m1,trigonal,22.2044,22.2044,23.0322,22.480333333333334,0.06333333333333334,0.06666666666666667,,,116.21,,,,78785,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-29338,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-57103,3D,Ag2BiO3,Ag;Bi;O,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-0.68526,1.2889,8.331,7,Pc,monoclinic,17.9853,14.5835,14.602,15.7236,,,,,,,,0.189,415960,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-57103,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-152535,3D,BiRhSe,Bi;Rh;Se,3,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.291,0.398,,-0.40762,1.3983,9.95,198,P2_13,cubic,,,,,,,102.9,53.64,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-152535,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-9204,3D,CaMnO2,Ca;Mn;O,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-2.27944,1.582,4.248,11,P2_1/m,monoclinic,63.4676,25.4934,63.7808,50.91393333333334,,,92.47,36.84,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-9204,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-1186,3D,InAs,As;In,2,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.0,0.398,,-0.21205,0.5021,5.367,216,F-43m,cubic,18.1346,18.1346,18.1346,18.1346,0.0,0.0,50.03,26.0,,0.62,0.62,,"610689,610694,610695,610697,610698,610699,610700,610701,600849,43974,44845,24518,181197,165462,43360,41444,610682,610683,610684,610685,610686,610687",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-1186,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-17666,3D,InAs,As;In,2,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.0,0.398,,-0.21205,0.5021,5.367,216,F-43m,cubic,18.1346,18.1346,18.1346,18.1346,0.0,0.0,50.03,26.0,,0.62,0.62,,"610689,610694,610695,610697,610698,610699,610700,610701,600849,43974,44845,24518,181197,165462,43360,41444,610682,610683,610684,610685,610686,610687",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-17666,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-97,3D,InAs,As;In,2,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.0,0.398,,-0.21205,0.5021,5.367,216,F-43m,cubic,18.1346,18.1346,18.1346,18.1346,0.0,0.0,50.03,26.0,,190.46,190.46,,"610689,610694,610695,610697,610698,610699,610700,610701,600849,43974,44845,24518,181197,165462,43360,41444,610682,610683,610684,610685,610686,610687",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-97,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-106208,3D,K2HgRhF6,F;Hg;K;Rh,4,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.0,0.398,,-2.01463,0.0,4.734,225,Fm-3m,cubic,4.0517,4.0517,4.0517,4.0517,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-106208,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-8172,3D,Li3NdAs2,As;Li;Nd,3,0.398,TBmBJ,3.115181,MWIR (3-5 um),0.137,0.398,,-1.05315,1.3701,4.731,164,P-3m1,trigonal,15.6201,15.6201,15.3423,15.527500000000002,0.0,0.0,54.86,47.77,,,,0.013,49626,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-8172,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-43539,3D,Na3CoO3,Co;Na;O,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-1.41708,1.1659,3.116,14,P2_1/c,monoclinic,,,,,0.4033333333333333,0.39666666666666667,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-43539,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-96878,3D,Na5P3H2O11,H;Na;O;P,4,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-2.01982,2.1402,2.58,2,P-1,triclinic,,,,,,,,,,,,,38064,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-96878,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-144590,3D,SnIr2Se5,Ir;Se;Sn,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-0.38605,2.3718,8.091,10,P2/m,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-144590,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-168896,3D,Ti2MnFeO6,Fe;Mn;O;Ti,4,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-2.43832,3.3247,4.983,146,R3,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-168896,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-144812,3D,TlPO4,O;P;Tl,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,-1.64444,1.9396,7.082,60,Pbcn,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-144812,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-139005,3D,ZnGaO,Ga;O;Zn,3,0.398,OptB88vdW,3.115181,MWIR (3-5 um),0.398,,,0.93566,0.4278,1.307,6,Pm,monoclinic,4.9742,4.0967,2.3368,3.802566666666667,,,-0.47,-3.02,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-139005,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-114602,3D,CaBeSe,Be;Ca;Se,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-0.44447,0.6782,2.473,38,Amm2,orthorhombic,10.8757,9.8305,8.3897,9.698633333333333,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-114602,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-100420,3D,Cd5TeS4,Cd;S;Te,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-0.59818,0.0,4.928,119,I-4m2,tetragonal,8.6376,8.6368,7.6506,8.308333333333334,,,52.11,15.81,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-100420,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-170192,3D,FeAgBr4,Ag;Br;Fe,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-0.44961,0.4471,4.613,14,P2_1/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-170192,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-80727,3D,InAgS2,Ag;In;S,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-0.39874,0.6573,5.343,160,R3m,trigonal,10.9808,10.9808,10.2362,10.7326,0.09333333333333334,0.16666666666666666,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-80727,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-166327,3D,Li2TcO3,Li;O;Tc,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-2.00338,2.2688,5.227,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-166327,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-119374,3D,Mn3O2F5,F;Mn;O,3,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-2.18521,1.793,3.184,71,Immm,orthorhombic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-119374,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-168445,3D,Na3Ag3W2O6F6,Ag;F;Na;O;W,5,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-2.11318,1.5644,5.916,148,R-3,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-168445,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-165343,3D,SrCu2Te2Cl2O6,Cl;Cu;O;Sr;Te,5,0.397,OptB88vdW,3.123028,MWIR (3-5 um),0.397,,,-1.34854,1.3208,4.869,4,P2_1,monoclinic,20.9527,13.9607,23.4301,19.44783333333333,,,,,,,,,416653,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-165343,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-122241,3D,Ga2Sn3N4,Ga;N;Sn,3,0.396,OptB88vdW,3.130914,MWIR (3-5 um),0.396,,,-0.05763,2.7532,5.679,15,C2/c,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-122241,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-56680,3D,LiCr3O8,Cr;Li;O,3,0.396,OptB88vdW,3.130914,MWIR (3-5 um),0.396,,,-2.02142,3.3234,3.443,12,C2/m,monoclinic,60.611,73.7595,13.5819,49.31746666666666,0.21999999999999997,0.21666666666666667,63.47,43.06,,,,,155850,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-56680,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-169314,3D,Tl2Te3,Te;Tl,2,0.396,OptB88vdW,3.130914,MWIR (3-5 um),0.396,,,-0.16791,0.4379,7.317,9,Cc,monoclinic,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-169314,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-36827,3D,AgBrO2,Ag;Br;O,3,0.395,TBmBJ,3.13884,MWIR (3-5 um),0.342,0.395,,-0.08881,1.092,4.449,15,C2/c,monoclinic,7.929,9.4151,8.5185,8.620866666666666,0.05333333333333334,0.05333333333333334,17.9,7.26,,,,0.019,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-36827,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-168293,3D,Ba3RhC3N3,Ba;C;N;Rh,4,0.395,OptB88vdW,3.13884,MWIR (3-5 um),0.395,,,-0.70267,4.2092,4.527,176,P6_3/m,hexagonal,,,,,,,50.58,23.33,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-168293,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-10006,3D,Ba3Y2Cu2PtO10,Ba;Cu;O;Pt;Y,5,0.395,OptB88vdW,3.13884,MWIR (3-5 um),0.395,,,-2.37443,2.0308,6.727,12,C2/m,monoclinic,7.7116,9.3473,10.4003,9.153066666666668,,,,,,,,0.106,"65614,62390,65935",https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-10006,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
JVASP-146001,3D,FeF3,F;Fe,2,0.395,OptB88vdW,3.13884,MWIR (3-5 um),0.395,,,-2.17875,0.2013,3.828,150,P321,trigonal,,,,,,,,,,,,,,https://jarvis.nist.gov/jarvisdft/dft_3d/JVASP-146001,10.6084/m9.figshare.6815699.v11,jdft_3d-9-24-2025.json,DFT database,computed material properties; no detector-device validation implied,"Gap-derived spectral screening only. Verify direct/indirect gap, optical absorption, defects, stability, toxicity, growth feasibility, and experimental detector metrics."
